node,graph_name,node_type,place_id,label,category,rating,total_user_ratings
place::ChIJIdet46mHBjsR3PbLSmjxSUM,user_place_bipartite,place,ChIJIdet46mHBjsR3PbLSmjxSUM,Kadayanallur Stone River,national_park,4.6,24.0
place::ChIJWRNsgJU3BDsRSULsvBpnuQs,user_place_bipartite,place,ChIJWRNsgJU3BDsRSULsvBpnuQs,Thalaiyanai Bathing spot,tourist_attraction,4.5,24.0
place::ChIJQ96D1M8rBDsRqt6w84FGNmw,user_place_bipartite,place,ChIJQ96D1M8rBDsRqt6w84FGNmw,Gundar Public Falls,tourist_attraction,4.3,24.0
place::ChIJiXq8FNyDBjsR9EQydtqPwPU,user_place_bipartite,place,ChIJiXq8FNyDBjsR9EQydtqPwPU,Tenkasi - Kadayanallur Roundana,historical_landmark,4.8,21.0
place::ChIJI2hEcrL9BDsR5bM1IMY333I,user_place_bipartite,place,ChIJI2hEcrL9BDsR5bM1IMY333I,Big Rock,hiking_area,4.7,21.0
place::ChIJ4Uo7n3mdBjsRqe7VZR4A1po,user_place_bipartite,place,ChIJ4Uo7n3mdBjsRqe7VZR4A1po,ARULMIGU THIRUMALAIYANDAVAR KOVIL,hindu_temple,4.4,21.0
place::ChIJHfKoNpbtBjsRbySESoZ8Eqc,user_place_bipartite,place,ChIJHfKoNpbtBjsRbySESoZ8Eqc,Rock view point,tourist_attraction,4.2,21.0
place::ChIJUVFdlWidBjsR4jH_7xKQb4g,user_place_bipartite,place,ChIJUVFdlWidBjsR4jH_7xKQb4g,ஸ்ரீ வெற்றி பத்திரகாளி அம்மன் கோவில் & ஸ்ரீ வெற்றிவேல் ஐயனார் கோவில்,hindu_temple,4.8,20.0
place::ChIJSTeBrTmdBjsR7mRML4o9kNQ,user_place_bipartite,place,ChIJSTeBrTmdBjsR7mRML4o9kNQ,Tr. Agastheeswarar Temple Cave,hindu_temple,4.4,20.0
place::ChIJLadwo8YpBDsRT3xwA0_FTbw,user_place_bipartite,place,ChIJLadwo8YpBDsRT3xwA0_FTbw,Kulasekaranathar Temple,hindu_temple,4.7,19.0
place::ChIJn6PVEciBBjsRUaH9qRKGb0A,user_place_bipartite,place,ChIJn6PVEciBBjsRUaH9qRKGb0A,Ariharanathi falls,tourist_attraction,4.4,19.0
place::ChIJebL0AYyHBjsRTxHUtm8V2z8,user_place_bipartite,place,ChIJebL0AYyHBjsRTxHUtm8V2z8,Private Falls,tourist_attraction,4.3,19.0
place::ChIJERqhq22FBjsRaJiYVNaOPj0,user_place_bipartite,place,ChIJERqhq22FBjsRaJiYVNaOPj0,Kadayanallur Periya Aaru,tourist_attraction,4.1,19.0
place::ChIJcdBTWrKFBjsRfnEQkscgshs,user_place_bipartite,place,ChIJcdBTWrKFBjsRfnEQkscgshs,கடையநல்லூர் கல்லாறு,tourist_attraction,4.3,16.0
place::ChIJdz0NeZwpBDsRe-5ddjICWXg,user_place_bipartite,place,ChIJdz0NeZwpBDsRe-5ddjICWXg,Funland natural falls no cost,park,4.5,15.0
place::ChIJW6hgB1-DBjsRtONaTppN-qM,user_place_bipartite,place,ChIJW6hgB1-DBjsRtONaTppN-qM,achanputhurseemai,tourist_attraction,4.4,15.0
place::ChIJq6raASnWBTsRg6MRD__traA,user_place_bipartite,place,ChIJq6raASnWBTsRg6MRD__traA,Thenmala Dam Entrance,tourist_attraction,4.2,15.0
place::ChIJzToWHj8pBDsRNvVdi62xu1g,user_place_bipartite,place,ChIJzToWHj8pBDsRNvVdi62xu1g,"Anniyan parai lake, puliyur",tourist_attraction,4.3,14.0
place::ChIJCTzZZiEnBDsRSCbKYYHWVvA,user_place_bipartite,place,ChIJCTzZZiEnBDsRSCbKYYHWVvA,Arulmigu Uchinimahali Amman temple v k pudur,hindu_temple,4.3,13.0
place::ChIJWfsnAAArBDsRyb5q2KR_aoU,user_place_bipartite,place,ChIJWfsnAAArBDsRyb5q2KR_aoU,Gundaru dam Boating,park,4.9,11.0
place::ChIJ_RL3fwHtBjsRf-iL7es_CCw,user_place_bipartite,place,ChIJ_RL3fwHtBjsRf-iL7es_CCw,தேவர் சிலை,park,4.6,11.0
place::ChIJ4_gKm7MrBDsRKsWWQp_WprM,user_place_bipartite,place,ChIJ4_gKm7MrBDsRKsWWQp_WprM,TR FALLS,tourist_attraction,4.2,11.0
place::ChIJ9Ri3vj2dBjsRuUVf6SNP2fk,user_place_bipartite,place,ChIJ9Ri3vj2dBjsRuUVf6SNP2fk,Tenkasi,hindu_temple,4.8,9.0
place::ChIJLRKQ_zkpBDsR2Ss9Ye4itMg,user_place_bipartite,place,ChIJLRKQ_zkpBDsR2Ss9Ye4itMg,Chittraru Check dam,tourist_attraction,4.4,9.0
place::ChIJ96R4jXudBjsRECgwFvGqk5Q,user_place_bipartite,place,ChIJ96R4jXudBjsRECgwFvGqk5Q,Sri Mathalapandi Temple,hindu_temple,4.4,9.0
place::ChIJOUefPGkxBDsRLVNIHIf6eAw,user_place_bipartite,place,ChIJOUefPGkxBDsRLVNIHIf6eAw,Mini silver falls,tourist_attraction,4.0,9.0
place::ChIJEz0dFwcpBDsRFzBAfksFjRQ,user_place_bipartite,place,ChIJEz0dFwcpBDsRFzBAfksFjRQ,Prana Miyawaki 2.0 - Tenkasi,national_park,5.0,8.0
place::ChIJn2YR4tydBjsR76Ujn5xhak8,user_place_bipartite,place,ChIJn2YR4tydBjsR76Ujn5xhak8,Sri Saptha Kanni Amman Kovil,hindu_temple,5.0,7.0
place::ChIJp6hF5x4rBDsRl1Fk7DNCBUg,user_place_bipartite,place,ChIJp6hF5x4rBDsRl1Fk7DNCBUg,View Point,tourist_attraction,4.9,7.0
place::ChIJJ1pLSishBDsRmiEY-mLj60Y,user_place_bipartite,place,ChIJJ1pLSishBDsRmiEY-mLj60Y,Sivalingapuram DAM,tourist_attraction,3.8,6.0
place::ChIJqSs_jz4rBDsRsP1P89QtBvA,user_place_bipartite,place,ChIJqSs_jz4rBDsRsP1P89QtBvA,Mayiladumparai,nature_preserve,4.4,5.0
place::ChIJKat96ayHBjsRj2Bj6PVoPOQ,user_place_bipartite,place,ChIJKat96ayHBjsRj2Bj6PVoPOQ,Mekkarai Diamond falls,tourist_attraction,4.0,5.0
place::ChIJ2aTh0oMrBDsRv4cmIKqt01A,user_place_bipartite,place,ChIJ2aTh0oMrBDsRv4cmIKqt01A,Pazhathotta aruvi,water_park,4.8,4.0
place::ChIJX0tommqBBjsRdNtPn5ZGwbw,user_place_bipartite,place,ChIJX0tommqBBjsRdNtPn5ZGwbw,Anna Nagar Park,park,4.8,4.0
place::ChIJpYSiHEG5BjsR1ZNJlloOrvI,user_place_bipartite,place,ChIJpYSiHEG5BjsR1ZNJlloOrvI,Padikasu Vinayagar Temple,hindu_temple,5.0,3.0
place::ChIJ59WpP4UpBDsR5oYgTYmyhno,user_place_bipartite,place,ChIJ59WpP4UpBDsR5oYgTYmyhno,Temple,tourist_attraction,4.7,3.0
place::ChIJ36JWOwC5BjsRugbLvK0JrnA,user_place_bipartite,place,ChIJ36JWOwC5BjsRugbLvK0JrnA,Iraichan water fall,tourist_attraction,4.7,3.0
user::mukilan_s,user_place_bipartite,user,,MUKILAN S,,,
user::shotsby_senthil,user_place_bipartite,user,,shotsby_senthil,,,
user::mohammed_nayeem,user_place_bipartite,user,,Mohammed Nayeem,,,
user::pooshan_d,user_place_bipartite,user,,Pooshan d,,,
user::hassan_sowkath,user_place_bipartite,user,,Hassan Sowkath,,,
user::pooja_devi,user_place_bipartite,user,,Pooja Devi,,,
user::stella_sharon,user_place_bipartite,user,,STELLA SHARON,,,
user::saravanan_manohar,user_place_bipartite,user,,saravanan manohar,,,
user::beardless_tripy_venkateshprasath,user_place_bipartite,user,,#beardless_tripy venkateshprasath,,,
user::gowri_shankar,user_place_bipartite,user,,Gowri Shankar,,,
user::hari_trivedi,user_place_bipartite,user,,Hari Trivedi,,,
user::raghu_b,user_place_bipartite,user,,Raghu B,,,
user::ramesh_kumar,user_place_bipartite,user,,Ramesh Kumar,,,
user::athulya_vijayan,user_place_bipartite,user,,Athulya Vijayan,,,
user::raj_p,user_place_bipartite,user,,Raj P,,,
user::akhilesh_prajapati,user_place_bipartite,user,,Akhilesh Prajapati,,,
user::shibin_as,user_place_bipartite,user,,Shibin AS,,,
user::narayanamurthy_subramanian,user_place_bipartite,user,,Narayanamurthy Subramanian,,,
user::senthil_kumar_manickam,user_place_bipartite,user,,Senthil Kumar Manickam,,,
user::abhishek_anil,user_place_bipartite,user,,Abhishek Anil,,,
user::sesha_srinivasa_murthy_putrevu,user_place_bipartite,user,,SESHA SRINIVASA MURTHY PUTREVU,,,
user::subrata_b,user_place_bipartite,user,,Subrata B,,,
user::shravan_srinivasan,user_place_bipartite,user,,Shravan Srinivasan,,,
user::rijas_galleria,user_place_bipartite,user,,Rijas Galleria,,,
user::pratheesh_harish,user_place_bipartite,user,,Pratheesh Harish,,,
user::sarath_kumar_s,user_place_bipartite,user,,Sarath kumar S,,,
user::starlet_esther,user_place_bipartite,user,,Starlet Esther,,,
user::kannan_ramachandran,user_place_bipartite,user,,Kannan Ramachandran,,,
user::srivenkatbabu_sinnasami,user_place_bipartite,user,,srivenkatbabu sinnasami,,,
user::smruthi_vinayak_rengan,user_place_bipartite,user,,Smruthi Vinayak Rengan,,,
user::ramchandar_umasankar,user_place_bipartite,user,,Ramchandar Umasankar,,,
user::ganesh_m,user_place_bipartite,user,,Ganesh M,,,
user::g_t_g,user_place_bipartite,user,,G T G,,,
user::anu,user_place_bipartite,user,,Anu,,,
user::sathishkumar_balakrishnan,user_place_bipartite,user,,Sathishkumar Balakrishnan,,,
user::rahul_s,user_place_bipartite,user,,Rahul S,,,
user::chitra_murali,user_place_bipartite,user,,chitra Murali,,,
user::venkat,user_place_bipartite,user,,venkat,,,
user::snabak_vinod_aj,user_place_bipartite,user,,Snabak Vinod AJ,,,
user::gayathri_shri_kashyap,user_place_bipartite,user,,Gayathri shri Kashyap,,,
user::prem_kumar,user_place_bipartite,user,,Prem Kumar,,,
user::haston_kumar,user_place_bipartite,user,,haston kumar,,,
user::sajin_shereef,user_place_bipartite,user,,Sajin Shereef,,,
user::aravind_r_chandran,user_place_bipartite,user,,Aravind R Chandran,,,
user::blessy_babu,user_place_bipartite,user,,Blessy Babu,,,
user::greewin_mathew,user_place_bipartite,user,,Greewin Mathew,,,
user::joshith_jacob,user_place_bipartite,user,,Joshith Jacob,,,
user::devarshi_raj,user_place_bipartite,user,,Devarshi Raj,,,
user::dr_kartik_bhadra,user_place_bipartite,user,,Dr.Kartik Bhadra,,,
user::santhosh_sankaran,user_place_bipartite,user,,Santhosh Sankaran,,,
user::neelesh_panchal,user_place_bipartite,user,,Neelesh Panchal,,,
user::anupam_purbey,user_place_bipartite,user,,anupam purbey,,,
user::abid_suhail,user_place_bipartite,user,,Abid Suhail,,,
user::nari_soundarrajan,user_place_bipartite,user,,Nari Soundarrajan,,,
user::subhra_kar,user_place_bipartite,user,,Subhra Kar,,,
user::sethu_n,user_place_bipartite,user,,Sethu N,,,
user::naveen_ks,user_place_bipartite,user,,Naveen Ks,,,
user::aneesh_va,user_place_bipartite,user,,ANEESH VA,,,
user::sukesh_s,user_place_bipartite,user,,Sukesh S,,,
user::arjun_siva,user_place_bipartite,user,,arjun siva,,,
user::nitin,user_place_bipartite,user,,Nitin,,,
user::gayathri,user_place_bipartite,user,,Gayathri,,,
user::dr_p_j_george,user_place_bipartite,user,,Dr P J George,,,
user::prajjawal_sharma,user_place_bipartite,user,,Prajjawal Sharma,,,
user::govardhan_s,user_place_bipartite,user,,Govardhan S,,,
user::viswas_koundinyan_g,user_place_bipartite,user,,VISWAS KOUNDINYAN G,,,
user::sreekrishnan_a_s,user_place_bipartite,user,,Sreekrishnan A S,,,
user::seenivasan_ramasamy,user_place_bipartite,user,,seenivasan ramasamy,,,
user::journey_with_dds___vlog,user_place_bipartite,user,,Journey With DDS - Vlog,,,
user::thangavelu_arun_kumar,user_place_bipartite,user,,Thangavelu Arun kumar,,,
user::ganesan_t,user_place_bipartite,user,,Ganesan T,,,
user::travel_paithiyam,user_place_bipartite,user,,Travel Paithiyam,,,
user::kader_sulaiman,user_place_bipartite,user,,Kader Sulaiman,,,
user::aishu_v,user_place_bipartite,user,,aishu v,,,
user::sahil_m,user_place_bipartite,user,,Sahil M,,,
user::somnath_m,user_place_bipartite,user,,Somnath M,,,
user::nomadic_shutter,user_place_bipartite,user,,Nomadic_Shutter,,,
user::premz_view,user_place_bipartite,user,,Premz View,,,
user::shamini_kiruba,user_place_bipartite,user,,Shamini Kiruba,,,
user::praveen_gopalan,user_place_bipartite,user,,Praveen Gopalan,,,
user::lithisha,user_place_bipartite,user,,LITHISHA,,,
user::suresh_perumal,user_place_bipartite,user,,Suresh Perumal,,,
user::jeyaram_d,user_place_bipartite,user,,Jeyaram D,,,
user::jai_prakash_nain,user_place_bipartite,user,,Jai Prakash Nain,,,
user::krishnamurthy_i,user_place_bipartite,user,,krishnamurthy i,,,
user::prakash_photography_tvmalai,user_place_bipartite,user,,Prakash Photography TVmalai,,,
user::abhishek_yadav,user_place_bipartite,user,,Abhishek Yadav,,,
user::sathya_raghu,user_place_bipartite,user,,Sathya Raghu,,,
user::karthik_velmurugan,user_place_bipartite,user,,Karthik Velmurugan,,,
user::kaarthikeyan,user_place_bipartite,user,,Kaarthikeyan,,,
user::jose_wesley,user_place_bipartite,user,,Jose Wesley,,,
user::sabari_nathan,user_place_bipartite,user,,sabari nathan,,,
user::jenifer_julie,user_place_bipartite,user,,Jenifer Julie,,,
user::nazeer_hussain__ஒண_ட_ப_ல,user_place_bipartite,user,,Nazeer Hussain (ஒண்டிபுலி),,,
user::praise_by_andria_gracious,user_place_bipartite,user,,Praise by Andria Gracious,,,
user::surya_k,user_place_bipartite,user,,Surya K,,,
user::arunkumar_thangasamy,user_place_bipartite,user,,ARUNKUMAR THANGASAMY,,,
user::rakesh_s,user_place_bipartite,user,,Rakesh S,,,
user::046_venkatesh_m_k,user_place_bipartite,user,,046_venkatesh M K,,,
user::vinoth_kumar,user_place_bipartite,user,,Vinoth Kumar,,,
user::athul_jeev,user_place_bipartite,user,,Athul Jeev,,,
user::suresh_jesu,user_place_bipartite,user,,Suresh Jesu,,,
user::kathiravan_piramuthu,user_place_bipartite,user,,KATHIRAVAN PIRAMUTHU,,,
user::sakthi_prabhu,user_place_bipartite,user,,Sakthi Prabhu,,,
user::abdul_rahman,user_place_bipartite,user,,Abdul Rahman,,,
user::arunprasath_m,user_place_bipartite,user,,arunprasath m,,,
user::dr__ramamoorthy_ramu,user_place_bipartite,user,,Dr. Ramamoorthy Ramu,,,
user::anoop_kamal,user_place_bipartite,user,,Anoop kamal,,,
user::dark_wizard,user_place_bipartite,user,,Dark Wizard,,,
user::anfas_salim,user_place_bipartite,user,,Anfas Salim,,,
user::sree_kumar_a,user_place_bipartite,user,,SREE KUMAR A,,,
user::arjuka,user_place_bipartite,user,,ArJuKa,,,
user::shibu_shibs,user_place_bipartite,user,,Shibu shibs,,,
user::anilkumar_mk,user_place_bipartite,user,,Anilkumar Mk,,,
user::adv__a_v_avijith,user_place_bipartite,user,,Adv. A V AVIJITH,,,
user::shibin_s_s,user_place_bipartite,user,,Shibin S S,,,
user::abdul_ajeeze,user_place_bipartite,user,,abdul ajeeze,,,
user::world_of_mathematics,user_place_bipartite,user,,World Of Mathematics,,,
user::saravanan_v,user_place_bipartite,user,,Saravanan V,,,
user::kasi_rajan,user_place_bipartite,user,,Kasi Rajan,,,
user::maragatham_j,user_place_bipartite,user,,Maragatham J,,,
user::nithish_narayanan,user_place_bipartite,user,,Nithish Narayanan,,,
user::aswin_maxwrist,user_place_bipartite,user,,Aswin Maxwrist,,,
user::govind_k,user_place_bipartite,user,,GOVIND K,,,
user::beryl_rose,user_place_bipartite,user,,Beryl Rose,,,
user::sivashankar_r,user_place_bipartite,user,,Sivashankar R,,,
user::divya_krishnan,user_place_bipartite,user,,Divya Krishnan,,,
user::david_viniston,user_place_bipartite,user,,David Viniston,,,
user::ramesh_sundarrajan,user_place_bipartite,user,,Ramesh Sundarrajan,,,
user::prakash_kumar,user_place_bipartite,user,,Prakash Kumar,,,
user::senthil_kumar,user_place_bipartite,user,,Senthil kumar,,,
user::shyam_sundar,user_place_bipartite,user,,shyam sundar,,,
user::yuva_ranjitha,user_place_bipartite,user,,Yuva Ranjitha,,,
user::kumaresan_lakshmanan,user_place_bipartite,user,,Kumaresan Lakshmanan,,,
user::ச_ர_ந_தர__க_ம_ர,user_place_bipartite,user,,சுரேந்தர் குமார்,,,
user::writer_and_traveller,user_place_bipartite,user,,Writer and Traveller,,,
user::dinesh_e,user_place_bipartite,user,,Dinesh E,,,
user::selva_selva,user_place_bipartite,user,,Selva Selva,,,
user::josh_11,user_place_bipartite,user,,Josh 11,,,
user::sreenath,user_place_bipartite,user,,SREENATH,,,
user::cradby_cruizer,user_place_bipartite,user,,Cradby Cruizer,,,
user::adarsh_a,user_place_bipartite,user,,Adarsh A,,,
user::adarsh_p_deep,user_place_bipartite,user,,Adarsh P Deep,,,
user::karthick,user_place_bipartite,user,,Karthick,,,
user::bharani_t,user_place_bipartite,user,,Bharani T,,,
user::abhishek_vijayan,user_place_bipartite,user,,abhishek vijayan,,,
user::praveen_kumar_raja,user_place_bipartite,user,,praveen kumar Raja,,,
user::prakash_ntk,user_place_bipartite,user,,Prakash Ntk,,,
user::sajin_murali,user_place_bipartite,user,,Sajin Murali,,,
user::deepak_s,user_place_bipartite,user,,Deepak S,,,
user::mohammad_muneeb,user_place_bipartite,user,,Mohammad Muneeb,,,
user::nidhin_kumar,user_place_bipartite,user,,NIDHIN KUMAR,,,
user::vishnupriya_v,user_place_bipartite,user,,Vishnupriya V,,,
user::george_arunsowriraj,user_place_bipartite,user,,George Arunsowriraj,,,
user::mohammed_saabiq,user_place_bipartite,user,,Mohammed Saabiq,,,
user::sathya_sachinism,user_place_bipartite,user,,sathya sachinism,,,
user::velayutham_raja,user_place_bipartite,user,,Velayutham Raja,,,
user::insane_alastor,user_place_bipartite,user,,Insane_Alastor,,,
user::manjunatha_balakrishna,user_place_bipartite,user,,Manjunatha Balakrishna,,,
user::vishnu_kala,user_place_bipartite,user,,Vishnu Kala,,,
user::azhar_muhammed,user_place_bipartite,user,,Azhar Muhammed,,,
user::vigneshwaran_santharam,user_place_bipartite,user,,Vigneshwaran Santharam,,,
user::balaji_gunasekaran,user_place_bipartite,user,,Balaji Gunasekaran,,,
user::raja,user_place_bipartite,user,,RAJA,,,
user::subash,user_place_bipartite,user,,Subash,,,
user::selvin_navaraj,user_place_bipartite,user,,Selvin Navaraj,,,
user::venkatraman_srinivasan,user_place_bipartite,user,,Venkatraman Srinivasan,,,
user::wow_farm_house,user_place_bipartite,user,,Wow Farm House,,,
user::bala,user_place_bipartite,user,,Bala,,,
user::anandtvl,user_place_bipartite,user,,anandtvl,,,
user::joice_thinakaran,user_place_bipartite,user,,Joice Thinakaran,,,
user::nirmalkumar_r,user_place_bipartite,user,,Nirmalkumar R,,,
user::rahul_vs,user_place_bipartite,user,,Rahul Vs,,,
user::vighnesh_syam,user_place_bipartite,user,,Vighnesh Syam,,,
user::sabari_nath_harshan_nair,user_place_bipartite,user,,Sabari Nath Harshan Nair,,,
user::r_a_h_u_l_k_u_m_a_r,user_place_bipartite,user,,R A H U L K U M A R,,,
user::divya_premsankar,user_place_bipartite,user,,Divya Premsankar,,,
user::pranav_mohan_das,user_place_bipartite,user,,Pranav Mohan Das,,,
user::shaiju_nazeer,user_place_bipartite,user,,Shaiju Nazeer,,,
user::vijith_uzhamalakkal,user_place_bipartite,user,,Vijith Uzhamalakkal,,,
user::navin_natarajan,user_place_bipartite,user,,Navin Natarajan,,,
user::muhammed_shah,user_place_bipartite,user,,Muhammed Shah,,,
user::sheela_v,user_place_bipartite,user,,Sheela V,,,
user::vijaya_ks,user_place_bipartite,user,,Vijaya KS,,,
user::senthil_murugan,user_place_bipartite,user,,Senthil Murugan,,,
user::sorna_r_shankar,user_place_bipartite,user,,Sorna R Shankar,,,
user::adaikal,user_place_bipartite,user,,Adaikal,,,
user::sreehari_v_bhoopesh,user_place_bipartite,user,,Sreehari v bhoopesh,,,
user::prasanth_t_yadav,user_place_bipartite,user,,Prasanth T Yadav,,,
