node_id:ID(Place),name,category,rating,total_user_ratings,formatted_address,google_maps_url,:LABEL
ChIJK_vW_PgqBDsRl61YBJHIHuY,Courtallam Five Falls,tourist_attraction,4.4,39765,"Tenkasi district, Tamil Nadu, and, Punalur, Courtallam Slopes R.F., Kerala 627802, India",https://maps.google.com/?cid=16581911403193478551&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJYcmgkrEXrjsRLJXEahB3kOs,Indiahikes,travel_agency,4.9,13610,"139, Defence Colony Rd, Defence Layout, Sahakar Nagar, Bengaluru, Karnataka 560092, India",https://maps.google.com/?cid=16974197907953849644&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJS4UuXhkrBDsRolNUEQ3qPoI,Coutrallam Main Waterfalls,tourist_attraction,4.4,12745,"W7H9+WJC, Courtallam, Tamil Nadu 627802, India",https://maps.google.com/?cid=9385196015332905890&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJq0u5QegpBDsRAjW5G91ajmk,"Arulmigu Kaasi Viswanathar Temple, Tenkasi(Pancha Kashi)",hindu_temple,4.7,12348,"X845+M4Q, E Car St, Tenkasi, Tamil Nadu 627811, India",https://maps.google.com/?cid=7606116726374741250&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJOXLCPOgpBDsR1ahseikbHMM,Ulagamman Kasi Viswanathar Kovil Tenkasi,hindu_temple,4.7,8532,"Tenkasi, Tamil Nadu 627811, India",https://maps.google.com/?cid=14059142001705396437&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJEU6I6hKDBjsRvMeXfF6jNy8,Tenkasi New Bus Stand,transportation_service,3.9,8290,"X8C2+HJ9, Tenkasi, Tamil Nadu 627811, India",https://maps.google.com/?cid=3402367669714274236&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJA9XmEZaXBjsREmckXJgSs8g,Arulmigu Sankaranarayana Swamy Temple,hindu_temple,4.7,6991,"5GCM+92C, Ayyanar Temple Rd, Sankarankoil, Tamil Nadu 627756, India",https://maps.google.com/?cid=14461923274007013138&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJSbdL6FwpBDsRe3ls0A6mwDI,Old Courtallam Falls,tourist_attraction,4.5,6259,"V7XW+W7F, Tigar Falls Road, arch, Pulichikulam, Courtallam Slopes R.F., Tamil Nadu 627814, India",https://maps.google.com/?cid=3657105479981365627&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJ1WAtoyzvBTsR_KDWpC-b72Q,Sivagiri Mutt,place_of_worship,4.6,5616,"Sivagiri Rd, Varkala, Kerala 695141, India",https://maps.google.com/?cid=7273202552157937916&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJs0Wor3DVBTsR3EUyE5eY0po,Palaruvi Waterfalls,tourist_attraction,4.5,5402,"W5R8+R2M, Rd to Palaruvi Waterfalls, Palaruvi, Kerala 691309, India",https://maps.google.com/?cid=11156147001579685340&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJh_EnhcOABjsRHN91tNw1LuI,Arulmigu Thirumalai Kumaraswamy Temple,hindu_temple,4.7,5079,"26PG+C65, Thirumalaikoil Rd, Thenpothai, Tamil Nadu 627807, India",https://maps.google.com/?cid=16298023323537104668&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJVwjgd1i0BzsRblc5epBLSdk,Karikadu View Point,tourist_attraction,4.4,4771,"SH14, Elappara Road, Erattupetta, Vagamon, Kerala 686580, India",https://maps.google.com/?cid=15657128663428192110&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJ5U3FUsN6BzsRXLUT1A2krkE,Mannavanur Lake,tourist_attraction,4.6,3642,"69F6+X6G Elumpallam Lake, Mannavanur, Tamil Nadu 624103, India",https://maps.google.com/?cid=4732900637712561500&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJq_30syfHBTsRDN_ppvdu-Qw,Happyland Water Theme & Amusement Park,amusement_park,3.7,3418,"Kuthirakulam P.O, Manikkal, Vembayam, Kerala 695615, India",https://maps.google.com/?cid=934900407592410892&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJYX7Kl4vtBDsR039NLAJ_YqA,Sunset View Point,tourist_attraction,4.5,3377,"Beach Rd, Kanniyakumari, Tamil Nadu 629702, India",https://maps.google.com/?cid=11556939241096052691&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJw7X27VwpBDsREcsa7LVsoOo,Palaya Kutraalam,tourist_attraction,4.5,3321,"V7XW+X8Q, Courtallam Slopes R.F., Tamil Nadu 627814, India",https://maps.google.com/?cid=16906632529754901265&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJ8YVwxCXWBTsRvT3uZ68XOd4,Thenmala Dam,tourist_attraction,4.3,3163,"X339+MWX, Thenmala, Kerala 691308, India",https://maps.google.com/?cid=16012855992222891453&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJ0c7lGSrWBTsRkBSbPcVBkXY,Thenmala Ecotourism,tour_agency,4.1,2818,"Thiruvanathapuram-Thenmala Road, Kollam - Punalur - Tenkasi, Thenmala, Kerala 691308, India",https://maps.google.com/?cid=8543682283496477840&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJs-vSFNY3BDsR89RjoQRctKQ,Agasthiyar Falls,tourist_attraction,4.6,2486,"P937+JC, Papanasam, Tamil Nadu 627425, India",https://maps.google.com/?cid=11868212092985398515&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJD78c1f55TToRGLpH8xxbK4A,Exoticamp,childrens_camp,4.8,2403,"Muttukkaranchavadi, Thoraipakkam, Chennai, Tamil Nadu 600097, India",https://maps.google.com/?cid=9235575640752110104&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJpYX5oKS0BzsRCF-SFs2O4X4,Thangalpara,tourist_attraction,4.5,2208,"MW85+65F, Vagamon, Kerala 685501, India",https://maps.google.com/?cid=9142745730036948744&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJr_DnasZDBDsRdHpzZHl96h0,Kalakad Thalayanai,tourist_attraction,4.5,2205,"GGG3+J6P, Kalakadu R.F, Tamil Nadu 627501, India",https://maps.google.com/?cid=2155673331980008052&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJ1S7Asz1_BjsRHMPTvhPcsew,Thenmala Reserve Forest,tourist_attraction,4.4,2182,"248P+VR6, Rd to Palaruvi Waterfalls, Kerala, India",https://maps.google.com/?cid=17055655241192817436&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJEcufPSnWBTsRxy-_bLmZmH8,Leisure Zone and Sculpture Garden,tourist_attraction,4.1,2141,"X347+QJ9, Thenmala, Kerala 691308, India",https://maps.google.com/?cid=9194267660949336007&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJj5J6tMg2BDsRz7ctSBm1ssY,Mundanthurai Tiger Reserve,national_park,4.4,2081,"Ambasamudram - Papanasam - Upper Dam Rd, Papanasam R.F., Tamil Nadu 627425, India",https://maps.google.com/?cid=14317705285553993679&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJKdfVQHx4BjsRaFlls0YJF5k,Deer Park | Thenmala,zoo,3.9,1937,"X382+PW3, Kollam - Thirumangalam Rd, Thenmala, Kerala 691308, India",https://maps.google.com/?cid=11031296011529443688&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJp799eI9HBDsR3P-8VWdE1GY,Manimutharu WaterFalls,tourist_attraction,4.6,1784,"JC96+JWX, Manimuthar to Manjolai Road, Singampatti Zamindar Forest, Tamil Nadu 627421, India",https://maps.google.com/?cid=7409622497542078428&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJ4_X9FJh9BjsR_17bRtA6rsQ,Kumbhavurutty Falls,tourist_attraction,4.4,1371,"35MF+R4C, Aruvappulam, Kerala 689691, India",https://maps.google.com/?cid=14172329743597919999&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJLXq4koaBBjsRPotpsyTXmss,Shenkottai Bus Stand,travel_agency,3.6,1324,"Shenkottai, Tamil Nadu 627809, India",https://maps.google.com/?cid=14671275288741645118&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJ3SL2-ywqBDsReqhmPpQ1N6Y,Tiger Falls,tourist_attraction,4.1,1285,"W7GH+R7H, Courtallam, Tamil Nadu 627802, India",https://maps.google.com/?cid=11977100644833470586&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJWcTJw2E4BDsRSCgWFmBhTmA,Manimutharu Dam Outlet,water_park,4.4,1101,"JCWF+38F, Dam, Manimutharu, Singampatti Zamindar Forest, Tamil Nadu 627421, India",https://maps.google.com/?cid=6939591141139818568&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJyynNh8AqBDsRiwzRqzGp6EU,Gundaru Dam,lake,4.5,1016,"Gundaru Dam, Tamil Nadu 627809",https://maps.google.com/?cid=5037462214014995595&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJx3oBXj-HBjsRE_nhoTDm7QE,Erumai Chavadi Waterfalls,tourist_attraction,4.2,948,"Sivam Falls River, Puliyarai R.F. Part, Tamil Nadu 627807, India",https://maps.google.com/?cid=139020260067113235&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJdS50RessBDsRIrl0s_laps0,Shendurney Wildlife Sanctuary,nature_preserve,4.4,938,"Shendurney Wild life division, Thenmala, V659+42J, 691308, India",https://maps.google.com/?cid=14818631652413323554&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJmx_yi8kHBzsR2s_M3Lsl5qY,Amappara,tourist_attraction,4.6,932,"Path,, R68M+JP5, Ramakkalmedu, Kerala 685552, India",https://maps.google.com/?cid=12026341343733010394&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJTw4-HQspBDsRxSA2_-hlNbo,Thrill Park,adventure_sports_center,4.9,923,"2/243, Sillaraipuravu, Ambai to Tenkasi Main Road, Mathalamparai, Tenkasi, Sillaraipuravu, Tamil Nadu 627814, India",https://maps.google.com/?cid=13417742716208816325&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJITuH6jEoBDsRU0_yLDXVRqo,Anniyan Parai View Point,tourist_attraction,4.3,903,"X85Q+7R5, Tamil Nadu 627814, India",https://maps.google.com/?cid=12269728659181555539&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJER8LMBfVBTsR75-rEdGnPi4,Rajathottam view Point,nature_preserve,4.6,782,"X52X+849, Tamil Nadu 627809, India",https://maps.google.com/?cid=3332285290687209455&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJWf8oCTHWBTsRPiZtpzQjC0Q,Pallamvetty Saddle Dam,tourist_attraction,4.2,750,"W3X7+3Q6, SH59, Thenmala, Kerala 691310, India",https://maps.google.com/?cid=4903051328377136702&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJmUq4_BaHBjsR_okcte-TvjE,Mekkarai Amusement Park,amusement_park,4.6,731,"Misty Moutain Estate, Aagasthiyar kovil street, Panboli, Mekkarai, Tamil Nadu 627807, India",https://maps.google.com/?cid=3584465011178506750&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJ-9OaB36dBjsRlaENbL5P1ko,Surandai market,market,4.2,703,"old Bus stand, Sivagurunathapuram, Surandai, Tamil Nadu 627859, India",https://maps.google.com/?cid=5392585283097960853&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJA771Nu19BjsRu-mZnMyN80c,Manalar Waterfalls(achankoil),tourist_attraction,4.4,658,"Divisional Forest Officer, Divisional Forest Office, 35CJ+XH6, Achankoil Road, Kerala 689691, India",https://maps.google.com/?cid=5184643505973750203&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJ_9tz5U4qBDsRge10f2JIiNM,Boat House - Courtallam குற்றாலம் படகு குழாம்,tourist_attraction,4.0,588,"Five Falls Main Rd, Courtallam, Tamil Nadu 627802, India",https://maps.google.com/?cid=15242512526717808001&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJKxkbwjYqBDsRm9JusPV_SjQ,Chitraruvi,tourist_attraction,4.4,540,"W7J9+J53, Courtallam, Tamil Nadu 627802, India",https://maps.google.com/?cid=3767964731452609179&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJrZudDynWBTsRgmRjpkW8rxI,Thenmala Dam Bridge,bridge,4.4,510,"X357+2QM, SH 2, Thenmala, Kerala 691308, India",https://maps.google.com/?cid=1346501820937364610&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJ8cPCGwr1BjsR4eqs0jIFZmY,Ranni Forest Division,nature_preserve,4.4,485,"75QC+PJJ, Gavi-Moozhiayar Road, Chittar-seethathodu, Kerala 689699, India",https://maps.google.com/?cid=7378590755334187745&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJH0lvh7pfBDsR4JZ68aVoA5A,Kuthara Paanjan Waterfalls,tourist_attraction,4.4,405,"9G2P+WPV, Mahendragiri R.F., Tamil Nadu 629851, India",https://maps.google.com/?cid=10377253028321990368&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJYYLr_vB_BjsRgDn7xtJVMDQ,Kottavasal View Point,tourist_attraction,4.4,388,"SH 39, Tamil Nadu 627813, India",https://maps.google.com/?cid=3760600052624210304&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJGdrFgPSFBjsRhm_nL3wfsO8,Kadayanallur Karuppanadhi Dam,tourist_attraction,4.4,372,"48P4+VM8, Tirunelveli, Vairavankulam R.F., Tamil Nadu 627751, India",https://maps.google.com/?cid=17271339189205954438&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJ2TouncYpBDsRX7hAWeaci8A,"St. Michael's Shrine, Tenkasi",church,4.5,354,"X838+6X9, Melapuliyur, Tenkasi, Tamil Nadu 627811, India",https://maps.google.com/?cid=13874355590198769759&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJu6_7thuBBjsRVg9YNd4l0is,Panpoli Park,park,3.9,352,"26FX+XFC, Panboli, Tamil Nadu 627807, India",https://maps.google.com/?cid=3157627925048069974&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
ChIJKav0Do8pBDsRONXe_wPVWg4,Thirumalai Murugan Temple,hindu_temple,4.6,348,"Unnamed Road, Tenkasi, Thenpothai, Tamil Nadu 627814, India",https://maps.google.com/?cid=1034373277589361976&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Place
